Matchname,Half,Time,Player1Name,Player1ClubName,XPos,Ypos
Manchester City v Liverpool,Second Half,1012.20,David SILVA,Manchester City,-0.17,-1.91
Manchester City v Liverpool,Second Half,1012.30,David SILVA,Manchester City,-0.20,-1.78
Manchester City v Liverpool,Second Half,1012.40,David SILVA,Manchester City,-0.22,-1.69
Manchester City v Liverpool,Second Half,1012.50,David SILVA,Manchester City,-0.22,-1.63
Manchester City v Liverpool,Second Half,1012.60,David SILVA,Manchester City,-0.21,-1.60
Manchester City v Liverpool,Second Half,1012.70,David SILVA,Manchester City,-0.18,-1.60
Manchester City v Liverpool,Second Half,1012.80,David SILVA,Manchester City,-0.12,-1.63
Manchester City v Liverpool,Second Half,1012.90,David SILVA,Manchester City,-0.05,-1.68
Manchester City v Liverpool,Second Half,1013.00,David SILVA,Manchester City,0.03,-1.75
Manchester City v Liverpool,Second Half,1013.10,David SILVA,Manchester City,0.11,-1.81
Manchester City v Liverpool,Second Half,1013.20,David SILVA,Manchester City,0.20,-1.87
Manchester City v Liverpool,Second Half,1013.30,David SILVA,Manchester City,0.29,-1.93
Manchester City v Liverpool,Second Half,1013.40,David SILVA,Manchester City,0.38,-1.99
Manchester City v Liverpool,Second Half,1013.50,David SILVA,Manchester City,0.47,-2.05
Manchester City v Liverpool,Second Half,1013.60,David SILVA,Manchester City,0.55,-2.11
Manchester City v Liverpool,Second Half,1013.70,David SILVA,Manchester City,0.63,-2.17
Manchester City v Liverpool,Second Half,1013.80,David SILVA,Manchester City,0.72,-2.23
Manchester City v Liverpool,Second Half,1013.90,David SILVA,Manchester City,0.83,-2.29
Manchester City v Liverpool,Second Half,1014.00,David SILVA,Manchester City,0.95,-2.34
Manchester City v Liverpool,Second Half,1014.10,David SILVA,Manchester City,1.08,-2.38
Manchester City v Liverpool,Second Half,1014.20,David SILVA,Manchester City,1.24,-2.41
Manchester City v Liverpool,Second Half,1014.30,David SILVA,Manchester City,1.39,-2.44
Manchester City v Liverpool,Second Half,1014.40,David SILVA,Manchester City,1.53,-2.45
Manchester City v Liverpool,Second Half,1014.50,David SILVA,Manchester City,1.65,-2.46
Manchester City v Liverpool,Second Half,1014.60,David SILVA,Manchester City,1.74,-2.46
Manchester City v Liverpool,Second Half,1014.70,David SILVA,Manchester City,1.82,-2.47
Manchester City v Liverpool,Second Half,1014.80,David SILVA,Manchester City,1.88,-2.49
Manchester City v Liverpool,Second Half,1014.90,David SILVA,Manchester City,1.94,-2.52
Manchester City v Liverpool,Second Half,1015.00,David SILVA,Manchester City,2.01,-2.56
Manchester City v Liverpool,Second Half,1015.10,David SILVA,Manchester City,2.08,-2.62
Manchester City v Liverpool,Second Half,1015.20,David SILVA,Manchester City,2.15,-2.67
Manchester City v Liverpool,Second Half,1015.30,David SILVA,Manchester City,2.23,-2.72
Manchester City v Liverpool,Second Half,1015.40,David SILVA,Manchester City,2.31,-2.75
Manchester City v Liverpool,Second Half,1015.50,David SILVA,Manchester City,2.40,-2.76
Manchester City v Liverpool,Second Half,1015.60,David SILVA,Manchester City,2.48,-2.75
Manchester City v Liverpool,Second Half,1015.70,David SILVA,Manchester City,2.57,-2.72
Manchester City v Liverpool,Second Half,1015.80,David SILVA,Manchester City,2.66,-2.67
Manchester City v Liverpool,Second Half,1015.90,David SILVA,Manchester City,2.75,-2.62
Manchester City v Liverpool,Second Half,1016.00,David SILVA,Manchester City,2.84,-2.56
Manchester City v Liverpool,Second Half,1016.10,David SILVA,Manchester City,2.93,-2.49
Manchester City v Liverpool,Second Half,1016.20,David SILVA,Manchester City,3.01,-2.43
Manchester City v Liverpool,Second Half,1016.30,David SILVA,Manchester City,3.08,-2.36
Manchester City v Liverpool,Second Half,1016.40,David SILVA,Manchester City,3.14,-2.30
Manchester City v Liverpool,Second Half,1016.50,David SILVA,Manchester City,3.18,-2.24
Manchester City v Liverpool,Second Half,1016.60,David SILVA,Manchester City,3.21,-2.19
Manchester City v Liverpool,Second Half,1016.70,David SILVA,Manchester City,3.22,-2.14
Manchester City v Liverpool,Second Half,1016.80,David SILVA,Manchester City,3.23,-2.10
Manchester City v Liverpool,Second Half,1016.90,David SILVA,Manchester City,3.23,-2.05
Manchester City v Liverpool,Second Half,1017.00,David SILVA,Manchester City,3.22,-2.01
Manchester City v Liverpool,Second Half,1017.10,David SILVA,Manchester City,3.20,-1.98
Manchester City v Liverpool,Second Half,1017.20,David SILVA,Manchester City,3.18,-1.95
Manchester City v Liverpool,Second Half,1017.30,David SILVA,Manchester City,3.14,-1.93
Manchester City v Liverpool,Second Half,1017.40,David SILVA,Manchester City,3.09,-1.93
Manchester City v Liverpool,Second Half,1017.50,David SILVA,Manchester City,3.03,-1.93
Manchester City v Liverpool,Second Half,1017.60,David SILVA,Manchester City,2.96,-1.94
Manchester City v Liverpool,Second Half,1017.70,David SILVA,Manchester City,2.90,-1.95
Manchester City v Liverpool,Second Half,1017.80,David SILVA,Manchester City,2.84,-1.94
Manchester City v Liverpool,Second Half,1017.90,David SILVA,Manchester City,2.78,-1.93
Manchester City v Liverpool,Second Half,1018.00,David SILVA,Manchester City,2.74,-1.90
Manchester City v Liverpool,Second Half,1018.10,David SILVA,Manchester City,2.70,-1.86
Manchester City v Liverpool,Second Half,1018.20,David SILVA,Manchester City,2.68,-1.81
Manchester City v Liverpool,Second Half,1018.30,David SILVA,Manchester City,2.65,-1.74
Manchester City v Liverpool,Second Half,1018.40,David SILVA,Manchester City,2.63,-1.67
Manchester City v Liverpool,Second Half,1018.50,David SILVA,Manchester City,2.62,-1.60
Manchester City v Liverpool,Second Half,1018.60,David SILVA,Manchester City,2.61,-1.52
Manchester City v Liverpool,Second Half,1018.70,David SILVA,Manchester City,2.60,-1.44
Manchester City v Liverpool,Second Half,1018.80,David SILVA,Manchester City,2.59,-1.36
Manchester City v Liverpool,Second Half,1018.90,David SILVA,Manchester City,2.58,-1.26
Manchester City v Liverpool,Second Half,1019.00,David SILVA,Manchester City,2.57,-1.14
Manchester City v Liverpool,Second Half,1019.10,David SILVA,Manchester City,2.56,-1.00
Manchester City v Liverpool,Second Half,1019.20,David SILVA,Manchester City,2.55,-0.84
Manchester City v Liverpool,Second Half,1019.30,David SILVA,Manchester City,2.54,-0.65
Manchester City v Liverpool,Second Half,1019.40,David SILVA,Manchester City,2.53,-0.44
Manchester City v Liverpool,Second Half,1019.50,David SILVA,Manchester City,2.52,-0.24
Manchester City v Liverpool,Second Half,1019.60,David SILVA,Manchester City,2.51,-0.06
Manchester City v Liverpool,Second Half,1019.70,David SILVA,Manchester City,2.51,0.10
Manchester City v Liverpool,Second Half,1019.80,David SILVA,Manchester City,2.50,0.23
Manchester City v Liverpool,Second Half,1019.90,David SILVA,Manchester City,2.50,0.37
Manchester City v Liverpool,Second Half,1020.00,David SILVA,Manchester City,2.50,0.49
Manchester City v Liverpool,Second Half,1020.10,David SILVA,Manchester City,2.51,0.64
Manchester City v Liverpool,Second Half,1020.20,David SILVA,Manchester City,2.52,0.81
Manchester City v Liverpool,Second Half,1020.30,David SILVA,Manchester City,2.54,0.98
Manchester City v Liverpool,Second Half,1020.40,David SILVA,Manchester City,2.56,1.16
Manchester City v Liverpool,Second Half,1020.50,David SILVA,Manchester City,2.59,1.32
Manchester City v Liverpool,Second Half,1020.60,David SILVA,Manchester City,2.63,1.45
Manchester City v Liverpool,Second Half,1020.70,David SILVA,Manchester City,2.68,1.56
Manchester City v Liverpool,Second Half,1020.80,David SILVA,Manchester City,2.74,1.65
Manchester City v Liverpool,Second Half,1020.90,David SILVA,Manchester City,2.82,1.74
Manchester City v Liverpool,Second Half,1021.00,David SILVA,Manchester City,2.91,1.83
Manchester City v Liverpool,Second Half,1021.10,David SILVA,Manchester City,3.01,1.90
Manchester City v Liverpool,Second Half,1021.20,David SILVA,Manchester City,3.13,1.95
Manchester City v Liverpool,Second Half,1021.30,David SILVA,Manchester City,3.25,1.99
Manchester City v Liverpool,Second Half,1021.40,David SILVA,Manchester City,3.38,2.00
Manchester City v Liverpool,Second Half,1021.50,David SILVA,Manchester City,3.51,1.98
Manchester City v Liverpool,Second Half,1021.60,David SILVA,Manchester City,3.65,1.94
Manchester City v Liverpool,Second Half,1021.70,David SILVA,Manchester City,3.78,1.90
Manchester City v Liverpool,Second Half,1021.80,David SILVA,Manchester City,3.91,1.87
Manchester City v Liverpool,Second Half,1021.90,David SILVA,Manchester City,4.03,1.84
Manchester City v Liverpool,Second Half,1022.00,David SILVA,Manchester City,4.14,1.82
Manchester City v Liverpool,Second Half,1022.10,David SILVA,Manchester City,4.25,1.82
Manchester City v Liverpool,Second Half,1022.20,David SILVA,Manchester City,4.34,1.83
Manchester City v Liverpool,Second Half,1022.30,David SILVA,Manchester City,4.42,1.85
Manchester City v Liverpool,Second Half,1022.40,David SILVA,Manchester City,4.50,1.87
Manchester City v Liverpool,Second Half,1022.50,David SILVA,Manchester City,4.57,1.86
Manchester City v Liverpool,Second Half,1022.60,David SILVA,Manchester City,4.65,1.81
Manchester City v Liverpool,Second Half,1022.70,David SILVA,Manchester City,4.72,1.72
Manchester City v Liverpool,Second Half,1022.80,David SILVA,Manchester City,4.80,1.59
Manchester City v Liverpool,Second Half,1022.90,David SILVA,Manchester City,4.86,1.41
Manchester City v Liverpool,Second Half,1023.00,David SILVA,Manchester City,4.92,1.20
Manchester City v Liverpool,Second Half,1023.10,David SILVA,Manchester City,4.95,0.98
Manchester City v Liverpool,Second Half,1023.20,David SILVA,Manchester City,4.97,0.76
Manchester City v Liverpool,Second Half,1023.30,David SILVA,Manchester City,4.96,0.54
Manchester City v Liverpool,Second Half,1023.40,David SILVA,Manchester City,4.93,0.33
Manchester City v Liverpool,Second Half,1023.50,David SILVA,Manchester City,4.90,0.13
Manchester City v Liverpool,Second Half,1023.60,David SILVA,Manchester City,4.85,-0.08
Manchester City v Liverpool,Second Half,1023.70,David SILVA,Manchester City,4.81,-0.28
Manchester City v Liverpool,Second Half,1023.80,David SILVA,Manchester City,4.76,-0.47
Manchester City v Liverpool,Second Half,1023.90,David SILVA,Manchester City,4.70,-0.66
Manchester City v Liverpool,Second Half,1024.00,David SILVA,Manchester City,4.63,-0.84
Manchester City v Liverpool,Second Half,1024.10,David SILVA,Manchester City,4.54,-1.02
Manchester City v Liverpool,Second Half,1024.20,David SILVA,Manchester City,4.45,-1.19
Manchester City v Liverpool,Second Half,1024.30,David SILVA,Manchester City,4.36,-1.34
Manchester City v Liverpool,Second Half,1024.40,David SILVA,Manchester City,4.27,-1.47
Manchester City v Liverpool,Second Half,1024.50,David SILVA,Manchester City,4.19,-1.58
Manchester City v Liverpool,Second Half,1024.60,David SILVA,Manchester City,4.13,-1.67
Manchester City v Liverpool,Second Half,1024.70,David SILVA,Manchester City,4.09,-1.74
Manchester City v Liverpool,Second Half,1024.80,David SILVA,Manchester City,4.06,-1.79
Manchester City v Liverpool,Second Half,1024.90,David SILVA,Manchester City,4.03,-1.86
Manchester City v Liverpool,Second Half,1025.00,David SILVA,Manchester City,4.00,-1.94
Manchester City v Liverpool,Second Half,1025.10,David SILVA,Manchester City,3.96,-2.03
Manchester City v Liverpool,Second Half,1025.20,David SILVA,Manchester City,3.91,-2.13
Manchester City v Liverpool,Second Half,1025.30,David SILVA,Manchester City,3.88,-2.27
Manchester City v Liverpool,Second Half,1025.40,David SILVA,Manchester City,3.84,-2.43
Manchester City v Liverpool,Second Half,1025.50,David SILVA,Manchester City,3.82,-2.59
Manchester City v Liverpool,Second Half,1025.60,David SILVA,Manchester City,3.80,-2.75
Manchester City v Liverpool,Second Half,1025.70,David SILVA,Manchester City,3.78,-2.90
Manchester City v Liverpool,Second Half,1025.80,David SILVA,Manchester City,3.78,-3.04
Manchester City v Liverpool,Second Half,1025.90,David SILVA,Manchester City,3.77,-3.16
Manchester City v Liverpool,Second Half,1026.00,David SILVA,Manchester City,3.75,-3.25
Manchester City v Liverpool,Second Half,1026.10,David SILVA,Manchester City,3.74,-3.34
Manchester City v Liverpool,Second Half,1026.20,David SILVA,Manchester City,3.73,-3.45
Manchester City v Liverpool,Second Half,1026.30,David SILVA,Manchester City,3.72,-3.56
Manchester City v Liverpool,Second Half,1026.40,David SILVA,Manchester City,3.72,-3.69
Manchester City v Liverpool,Second Half,1026.50,David SILVA,Manchester City,3.72,-3.85
Manchester City v Liverpool,Second Half,1026.60,David SILVA,Manchester City,3.72,-4.01
Manchester City v Liverpool,Second Half,1026.70,David SILVA,Manchester City,3.72,-4.18
Manchester City v Liverpool,Second Half,1026.80,David SILVA,Manchester City,3.70,-4.34
Manchester City v Liverpool,Second Half,1026.90,David SILVA,Manchester City,3.69,-4.54
Manchester City v Liverpool,Second Half,1027.00,David SILVA,Manchester City,3.67,-4.78
Manchester City v Liverpool,Second Half,1027.10,David SILVA,Manchester City,3.65,-5.06
Manchester City v Liverpool,Second Half,1027.20,David SILVA,Manchester City,3.64,-5.41
Manchester City v Liverpool,Second Half,1027.30,David SILVA,Manchester City,3.64,-5.78
Manchester City v Liverpool,Second Half,1027.40,David SILVA,Manchester City,3.65,-6.20
Manchester City v Liverpool,Second Half,1027.50,David SILVA,Manchester City,3.66,-6.60
Manchester City v Liverpool,Second Half,1027.60,David SILVA,Manchester City,3.67,-6.98
Manchester City v Liverpool,Second Half,1027.70,David SILVA,Manchester City,3.68,-7.35
Manchester City v Liverpool,Second Half,1027.80,David SILVA,Manchester City,3.70,-7.68
Manchester City v Liverpool,Second Half,1027.90,David SILVA,Manchester City,3.71,-8.01
Manchester City v Liverpool,Second Half,1028.00,David SILVA,Manchester City,3.72,-8.37
Manchester City v Liverpool,Second Half,1028.10,David SILVA,Manchester City,3.73,-8.77
Manchester City v Liverpool,Second Half,1028.20,David SILVA,Manchester City,3.75,-9.15
Manchester City v Liverpool,Second Half,1028.30,David SILVA,Manchester City,3.77,-9.53
Manchester City v Liverpool,Second Half,1028.40,David SILVA,Manchester City,3.79,-9.89
Manchester City v Liverpool,Second Half,1028.50,David SILVA,Manchester City,3.82,-10.25
Manchester City v Liverpool,Second Half,1028.60,David SILVA,Manchester City,3.85,-10.55
Manchester City v Liverpool,Second Half,1028.70,David SILVA,Manchester City,3.89,-10.80
Manchester City v Liverpool,Second Half,1028.80,David SILVA,Manchester City,3.93,-11.03
Manchester City v Liverpool,Second Half,1028.90,David SILVA,Manchester City,3.98,-11.27
Manchester City v Liverpool,Second Half,1029.00,David SILVA,Manchester City,4.04,-11.52
Manchester City v Liverpool,Second Half,1029.10,David SILVA,Manchester City,4.14,-11.76
Manchester City v Liverpool,Second Half,1029.20,David SILVA,Manchester City,4.27,-11.97
Manchester City v Liverpool,Second Half,1029.30,David SILVA,Manchester City,4.45,-12.17
Manchester City v Liverpool,Second Half,1029.40,David SILVA,Manchester City,4.67,-12.32
Manchester City v Liverpool,Second Half,1029.50,David SILVA,Manchester City,4.92,-12.40
Manchester City v Liverpool,Second Half,1029.60,David SILVA,Manchester City,5.22,-12.38
Manchester City v Liverpool,Second Half,1029.70,David SILVA,Manchester City,5.53,-12.30
Manchester City v Liverpool,Second Half,1029.80,David SILVA,Manchester City,5.85,-12.15
Manchester City v Liverpool,Second Half,1029.90,David SILVA,Manchester City,6.17,-11.93
Manchester City v Liverpool,Second Half,1030.00,David SILVA,Manchester City,6.45,-11.68
Manchester City v Liverpool,Second Half,1030.10,David SILVA,Manchester City,6.70,-11.40
Manchester City v Liverpool,Second Half,1030.20,David SILVA,Manchester City,6.89,-11.10
Manchester City v Liverpool,Second Half,1030.30,David SILVA,Manchester City,7.10,-10.78
Manchester City v Liverpool,Second Half,1030.40,David SILVA,Manchester City,7.33,-10.46
Manchester City v Liverpool,Second Half,1030.50,David SILVA,Manchester City,7.57,-10.13
Manchester City v Liverpool,Second Half,1030.60,David SILVA,Manchester City,7.83,-9.82
Manchester City v Liverpool,Second Half,1030.70,David SILVA,Manchester City,8.10,-9.52
Manchester City v Liverpool,Second Half,1030.80,David SILVA,Manchester City,8.40,-9.25
Manchester City v Liverpool,Second Half,1030.90,David SILVA,Manchester City,8.68,-9.00
Manchester City v Liverpool,Second Half,1031.00,David SILVA,Manchester City,8.91,-8.77
Manchester City v Liverpool,Second Half,1031.10,David SILVA,Manchester City,9.11,-8.56
Manchester City v Liverpool,Second Half,1031.20,David SILVA,Manchester City,9.31,-8.34
Manchester City v Liverpool,Second Half,1031.30,David SILVA,Manchester City,9.50,-8.11
Manchester City v Liverpool,Second Half,1031.40,David SILVA,Manchester City,9.68,-7.86
Manchester City v Liverpool,Second Half,1031.50,David SILVA,Manchester City,9.86,-7.63
Manchester City v Liverpool,Second Half,1031.60,David SILVA,Manchester City,10.03,-7.40
Manchester City v Liverpool,Second Half,1031.70,David SILVA,Manchester City,10.19,-7.20
Manchester City v Liverpool,Second Half,1031.80,David SILVA,Manchester City,10.36,-7.03
Manchester City v Liverpool,Second Half,1031.90,David SILVA,Manchester City,10.52,-6.89
Manchester City v Liverpool,Second Half,1032.00,David SILVA,Manchester City,10.69,-6.79
Manchester City v Liverpool,Second Half,1032.10,David SILVA,Manchester City,10.88,-6.70
Manchester City v Liverpool,Second Half,1032.20,David SILVA,Manchester City,11.10,-6.62
Manchester City v Liverpool,Second Half,1032.30,David SILVA,Manchester City,11.33,-6.56
Manchester City v Liverpool,Second Half,1032.40,David SILVA,Manchester City,11.58,-6.52
Manchester City v Liverpool,Second Half,1032.50,David SILVA,Manchester City,11.83,-6.50
Manchester City v Liverpool,Second Half,1032.60,David SILVA,Manchester City,12.08,-6.51
Manchester City v Liverpool,Second Half,1032.70,David SILVA,Manchester City,12.31,-6.53
Manchester City v Liverpool,Second Half,1032.80,David SILVA,Manchester City,12.52,-6.57
Manchester City v Liverpool,Second Half,1032.90,David SILVA,Manchester City,12.71,-6.68
Manchester City v Liverpool,Second Half,1033.00,David SILVA,Manchester City,12.89,-6.83
Manchester City v Liverpool,Second Half,1033.10,David SILVA,Manchester City,13.05,-7.03
Manchester City v Liverpool,Second Half,1033.20,David SILVA,Manchester City,13.20,-7.29
Manchester City v Liverpool,Second Half,1033.30,David SILVA,Manchester City,13.32,-7.57
Manchester City v Liverpool,Second Half,1033.40,David SILVA,Manchester City,13.41,-7.85
Manchester City v Liverpool,Second Half,1033.50,David SILVA,Manchester City,13.48,-8.11
Manchester City v Liverpool,Second Half,1033.60,David SILVA,Manchester City,13.53,-8.33
Manchester City v Liverpool,Second Half,1033.70,David SILVA,Manchester City,13.55,-8.51
Manchester City v Liverpool,Second Half,1033.80,David SILVA,Manchester City,13.55,-8.63
Manchester City v Liverpool,Second Half,1033.90,David SILVA,Manchester City,13.53,-8.74
Manchester City v Liverpool,Second Half,1034.00,David SILVA,Manchester City,13.51,-8.85
Manchester City v Liverpool,Second Half,1034.10,David SILVA,Manchester City,13.47,-8.96
Manchester City v Liverpool,Second Half,1034.20,David SILVA,Manchester City,13.42,-9.07
Manchester City v Liverpool,Second Half,1034.30,David SILVA,Manchester City,13.36,-9.19
Manchester City v Liverpool,Second Half,1034.40,David SILVA,Manchester City,13.29,-9.32
Manchester City v Liverpool,Second Half,1034.50,David SILVA,Manchester City,13.21,-9.46
Manchester City v Liverpool,Second Half,1034.60,David SILVA,Manchester City,13.13,-9.61
Manchester City v Liverpool,Second Half,1034.70,David SILVA,Manchester City,13.03,-9.75
Manchester City v Liverpool,Second Half,1034.80,David SILVA,Manchester City,12.92,-9.88
Manchester City v Liverpool,Second Half,1034.90,David SILVA,Manchester City,12.81,-10.02
Manchester City v Liverpool,Second Half,1035.00,David SILVA,Manchester City,12.69,-10.14
Manchester City v Liverpool,Second Half,1035.10,David SILVA,Manchester City,12.57,-10.27
Manchester City v Liverpool,Second Half,1035.20,David SILVA,Manchester City,12.44,-10.39
Manchester City v Liverpool,Second Half,1035.30,David SILVA,Manchester City,12.33,-10.51
Manchester City v Liverpool,Second Half,1035.40,David SILVA,Manchester City,12.22,-10.64
Manchester City v Liverpool,Second Half,1035.50,David SILVA,Manchester City,12.13,-10.79
Manchester City v Liverpool,Second Half,1035.60,David SILVA,Manchester City,12.05,-10.95
Manchester City v Liverpool,Second Half,1035.70,David SILVA,Manchester City,11.98,-11.13
Manchester City v Liverpool,Second Half,1035.80,David SILVA,Manchester City,11.91,-11.31
Manchester City v Liverpool,Second Half,1035.90,David SILVA,Manchester City,11.83,-11.50
Manchester City v Liverpool,Second Half,1036.00,David SILVA,Manchester City,11.73,-11.67
Manchester City v Liverpool,Second Half,1036.10,David SILVA,Manchester City,11.61,-11.82
Manchester City v Liverpool,Second Half,1036.20,David SILVA,Manchester City,11.47,-11.94
Manchester City v Liverpool,Second Half,1036.30,David SILVA,Manchester City,11.30,-12.04
Manchester City v Liverpool,Second Half,1036.40,David SILVA,Manchester City,11.14,-12.12
Manchester City v Liverpool,Second Half,1036.50,David SILVA,Manchester City,10.98,-12.19
Manchester City v Liverpool,Second Half,1036.60,David SILVA,Manchester City,10.83,-12.24
Manchester City v Liverpool,Second Half,1036.70,David SILVA,Manchester City,10.69,-12.29
Manchester City v Liverpool,Second Half,1036.80,David SILVA,Manchester City,10.56,-12.33
Manchester City v Liverpool,Second Half,1036.90,David SILVA,Manchester City,10.45,-12.37
Manchester City v Liverpool,Second Half,1037.00,David SILVA,Manchester City,10.34,-12.40
Manchester City v Liverpool,Second Half,1037.10,David SILVA,Manchester City,10.22,-12.44
Manchester City v Liverpool,Second Half,1037.20,David SILVA,Manchester City,10.09,-12.49
Manchester City v Liverpool,Second Half,1037.30,David SILVA,Manchester City,9.94,-12.54
Manchester City v Liverpool,Second Half,1037.40,David SILVA,Manchester City,9.77,-12.61
Manchester City v Liverpool,Second Half,1037.50,David SILVA,Manchester City,9.60,-12.68
Manchester City v Liverpool,Second Half,1037.60,David SILVA,Manchester City,9.43,-12.75
Manchester City v Liverpool,Second Half,1037.70,David SILVA,Manchester City,9.27,-12.82
Manchester City v Liverpool,Second Half,1037.80,David SILVA,Manchester City,9.14,-12.88
Manchester City v Liverpool,Second Half,1037.90,David SILVA,Manchester City,9.02,-12.93
Manchester City v Liverpool,Second Half,1038.00,David SILVA,Manchester City,8.94,-12.97
Manchester City v Liverpool,Second Half,1038.10,David SILVA,Manchester City,8.86,-13.01
Manchester City v Liverpool,Second Half,1038.20,David SILVA,Manchester City,8.79,-13.05
Manchester City v Liverpool,Second Half,1038.30,David SILVA,Manchester City,8.73,-13.11
Manchester City v Liverpool,Second Half,1038.40,David SILVA,Manchester City,8.68,-13.16
Manchester City v Liverpool,Second Half,1038.50,David SILVA,Manchester City,8.64,-13.23
Manchester City v Liverpool,Second Half,1038.60,David SILVA,Manchester City,8.60,-13.31
Manchester City v Liverpool,Second Half,1038.70,David SILVA,Manchester City,8.57,-13.39
Manchester City v Liverpool,Second Half,1038.80,David SILVA,Manchester City,8.54,-13.47
Manchester City v Liverpool,Second Half,1038.90,David SILVA,Manchester City,8.52,-13.54
Manchester City v Liverpool,Second Half,1039.00,David SILVA,Manchester City,8.50,-13.61
Manchester City v Liverpool,Second Half,1039.10,David SILVA,Manchester City,8.49,-13.66
Manchester City v Liverpool,Second Half,1039.20,David SILVA,Manchester City,8.49,-13.70
Manchester City v Liverpool,Second Half,1039.30,David SILVA,Manchester City,8.49,-13.73
Manchester City v Liverpool,Second Half,1039.40,David SILVA,Manchester City,8.51,-13.75
Manchester City v Liverpool,Second Half,1039.50,David SILVA,Manchester City,8.52,-13.77
Manchester City v Liverpool,Second Half,1039.60,David SILVA,Manchester City,8.56,-13.76
Manchester City v Liverpool,Second Half,1039.70,David SILVA,Manchester City,8.63,-13.73
Manchester City v Liverpool,Second Half,1039.80,David SILVA,Manchester City,8.72,-13.67
Manchester City v Liverpool,Second Half,1039.90,David SILVA,Manchester City,8.84,-13.58
Manchester City v Liverpool,Second Half,1040.00,David SILVA,Manchester City,8.98,-13.49
Manchester City v Liverpool,Second Half,1040.10,David SILVA,Manchester City,9.13,-13.39
Manchester City v Liverpool,Second Half,1040.20,David SILVA,Manchester City,9.27,-13.30
Manchester City v Liverpool,Second Half,1040.30,David SILVA,Manchester City,9.41,-13.24
Manchester City v Liverpool,Second Half,1040.40,David SILVA,Manchester City,9.53,-13.19
Manchester City v Liverpool,Second Half,1040.50,David SILVA,Manchester City,9.60,-13.19
Manchester City v Liverpool,Second Half,1040.60,David SILVA,Manchester City,9.64,-13.22
Manchester City v Liverpool,Second Half,1040.70,David SILVA,Manchester City,9.64,-13.28
Manchester City v Liverpool,Second Half,1040.80,David SILVA,Manchester City,9.59,-13.37
Manchester City v Liverpool,Second Half,1040.90,David SILVA,Manchester City,9.52,-13.51
Manchester City v Liverpool,Second Half,1041.00,David SILVA,Manchester City,9.42,-13.68
Manchester City v Liverpool,Second Half,1041.10,David SILVA,Manchester City,9.33,-13.86
Manchester City v Liverpool,Second Half,1041.20,David SILVA,Manchester City,9.24,-14.01
Manchester City v Liverpool,Second Half,1041.30,David SILVA,Manchester City,9.17,-14.12
Manchester City v Liverpool,Second Half,1041.40,David SILVA,Manchester City,9.12,-14.19
Manchester City v Liverpool,Second Half,1041.50,David SILVA,Manchester City,9.07,-14.21
Manchester City v Liverpool,Second Half,1041.60,David SILVA,Manchester City,9.02,-14.16
Manchester City v Liverpool,Second Half,1041.70,David SILVA,Manchester City,8.98,-14.05
Manchester City v Liverpool,Second Half,1041.80,David SILVA,Manchester City,8.93,-13.92
Manchester City v Liverpool,Second Half,1041.90,David SILVA,Manchester City,8.88,-13.77
Manchester City v Liverpool,Second Half,1042.00,David SILVA,Manchester City,8.83,-13.61
Manchester City v Liverpool,Second Half,1042.10,David SILVA,Manchester City,8.76,-13.39
Manchester City v Liverpool,Second Half,1042.20,David SILVA,Manchester City,8.68,-13.12
Manchester City v Liverpool,Second Half,1042.30,David SILVA,Manchester City,8.58,-12.80
Manchester City v Liverpool,Second Half,1042.40,David SILVA,Manchester City,8.47,-12.45
Manchester City v Liverpool,Second Half,1042.50,David SILVA,Manchester City,8.34,-12.07
Manchester City v Liverpool,Second Half,1042.60,David SILVA,Manchester City,8.19,-11.66
Manchester City v Liverpool,Second Half,1042.70,David SILVA,Manchester City,8.02,-11.27
Manchester City v Liverpool,Second Half,1042.80,David SILVA,Manchester City,7.85,-10.89
Manchester City v Liverpool,Second Half,1042.90,David SILVA,Manchester City,7.66,-10.54
Manchester City v Liverpool,Second Half,1043.00,David SILVA,Manchester City,7.46,-10.19
Manchester City v Liverpool,Second Half,1043.10,David SILVA,Manchester City,7.26,-9.84
Manchester City v Liverpool,Second Half,1043.20,David SILVA,Manchester City,7.04,-9.49
Manchester City v Liverpool,Second Half,1043.30,David SILVA,Manchester City,6.81,-9.14
Manchester City v Liverpool,Second Half,1043.40,David SILVA,Manchester City,6.57,-8.80
Manchester City v Liverpool,Second Half,1043.50,David SILVA,Manchester City,6.33,-8.45
Manchester City v Liverpool,Second Half,1043.60,David SILVA,Manchester City,6.07,-8.10
Manchester City v Liverpool,Second Half,1043.70,David SILVA,Manchester City,5.80,-7.75
Manchester City v Liverpool,Second Half,1043.80,David SILVA,Manchester City,5.53,-7.42
Manchester City v Liverpool,Second Half,1043.90,David SILVA,Manchester City,5.26,-7.11
Manchester City v Liverpool,Second Half,1044.00,David SILVA,Manchester City,4.98,-6.82
Manchester City v Liverpool,Second Half,1044.10,David SILVA,Manchester City,4.70,-6.55
Manchester City v Liverpool,Second Half,1044.20,David SILVA,Manchester City,4.41,-6.31
Manchester City v Liverpool,Second Half,1044.30,David SILVA,Manchester City,4.12,-6.09
Manchester City v Liverpool,Second Half,1044.40,David SILVA,Manchester City,3.83,-5.89
Manchester City v Liverpool,Second Half,1044.50,David SILVA,Manchester City,3.53,-5.68
Manchester City v Liverpool,Second Half,1044.60,David SILVA,Manchester City,3.23,-5.48
